path,sha256,bytes
reports/tushare/v8_research/batch2A1_UF_single_factor/batch2A1_F_capacity_filter_events.csv,25f8ccf923a6c00efa9a1a4bcb039a4fd54dde14bad0c6f9b5c09f0f48552f9c,407666
reports/tushare/v8_research/batch2A1_UF_single_factor/batch2A1_F_daily_returns.csv,4d26d1198dac6c19b787dc46b689a99b19bf4ef255869bf336aeea762813f5ab,6404179
reports/tushare/v8_research/batch2A1_UF_single_factor/batch2A1_F_fill_quality.csv,12c3cd5f1630c9a33821252cfcca44e310ce31cec31b214ec492e220f00cae74,151083
reports/tushare/v8_research/batch2A1_UF_single_factor/batch2A1_F_filter_summary.csv,551da24fe9e0d0ace2bf133b59276578493f094f5cc673bb3cb2e9a1989cc4d3,386358
reports/tushare/v8_research/batch2A1_UF_single_factor/batch2A1_F_limitations.md,4ac79130abb303a4a29e83f52b0ac1497071039bcec0bbd70e4379a39d56bb87,807
reports/tushare/v8_research/batch2A1_UF_single_factor/batch2A1_F_trade_details.csv,269bf25e43a93a397e3435cc924635e6ed8073ed273ff8f7140c40eb01a39c32,43824612
reports/tushare/v8_research/batch2A1_UF_single_factor/batch2A1_U_concentration_summary.csv,817926dce93defab9229275c7751915a628fe6458f9c464134e3ebaeaefd5a23,866
reports/tushare/v8_research/batch2A1_UF_single_factor/batch2A1_U_daily_returns.csv,b3cbefa1b8d1f903015dbfde401b08f2bef2bce89541185aba0e3cfb9d8a4382,2115609
reports/tushare/v8_research/batch2A1_UF_single_factor/batch2A1_U_fill_quality.csv,be22e787b16ebc6f590d86c7f0eae522baf7510efa29d3fb78534d66e1004bc5,64817
reports/tushare/v8_research/batch2A1_UF_single_factor/batch2A1_U_limitations.md,c6a22b322736e879a9e55b25cc953b6810d455d069becd78b709f0afdfa32b2b,709
reports/tushare/v8_research/batch2A1_UF_single_factor/batch2A1_U_reselection_summary.csv,d2d4ec7635cc968dd9c6bf21dd3c467f940346ee8e315409fcf8db91cb14b24c,212079
reports/tushare/v8_research/batch2A1_UF_single_factor/batch2A1_U_trade_details.csv,b63f78033c54fbf743982547ba150b74157ce3f5773a21ab6fd39d62823f8337,3102434
reports/tushare/v8_research/batch2A1_UF_single_factor/batch2A1_conclusion.md,b805a14cfe6b4ed38bfb78deb622c38172e43b9ce2c80ed26942acc35c4abfc4,9251
research/v8_research/batch2A1_UF_single_factor.py,eae294cea1d2d695b300738cac1978fa6b5ac90c681d88aa9495f0fb8b22a582,30063
research/v8_research/evaluate_strategy.py,5a7ed2db4f20036cc63c91f56dd80646d0cf4bcfa26a1a61d9a775d0bd33b4c7,44884
