file,sha256,size_bytes
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_baseline_vs_model_summary.csv,b1450b49b28bc266deb40a846eb97ef0bfe88746583015286b09950ec53328be,7807
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_capacity_proxy.csv,54263a6657b285ca4a1a9df60bfa6eb6ba6d1fc7eb9d098abaec6680d686bc49,5695
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_concentration_summary.csv,e4eb38cd8c338080f5e740ae0742d29249ea99086245dbf21749e320da8d090d,4983
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_conclusion.md,d291e25d514ea30ba455769af28c8e62ba03385525eea3e5fb925e2086511d71,3040
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_data_foundation_check.csv,81724249300ea559028e011069d7f4c94dc4398a15c3d13174d1d8ae520b1d61,1664
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_data_foundation_check.md,ba720fd2e4837af560133710448fb91a949b8b860f88c2484c53a011757a04cc,3356
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_feature_readout.csv,6ad0b04587c65989b050def542ffbfbf0ef42761f48bad5c306deae979d56112,2923
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_limitations.md,b63923c518560e4e32615777ce6961c0e27232233b3f99fc63c7e1f9be81dd61,835
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_model_daily_returns.csv,6c8601b5ec21991e4de4869234e1b456fc33e5a4a75ca1232fc294bf278ad630,800625
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_model_selected_trades_enriched.parquet,5888d2a813181b08691659e43ff3098976ac9ec269a4f943e5e510b71a04a5a0,4861505
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_overlap_daily.csv,2ce40806a742e98a2bb508944cdab3b48f7b1824644c44fc0bbb53d797548bf7,7759012
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_overlap_summary.csv,bcae7c3c2e8f0969e147bcb821514a6a1110743c98bc571c8ed6eaf7aaac46b8,19151
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_reconstruction_parity.csv,fb02aba3883fae832510e1f6148003f39bcd7630d6f440edbb365e648f55c667,4446
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_replacement_summary.csv,947ce2fd9cfd141c59fc3558f2341734c7b65de8cbd1ef419bad430edbc70e91,10231
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_replacement_trade_details.parquet,c0d12dd32465610214ef8cff598d55d834146b19e4d36ad99e4614356aa7b283,8762829
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_rule_daily_returns.csv,db4a339f4ea3b1b64230dce14be27e9a6067588d60869d0d1674c85dc696b22a,1560757
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_rule_selected_trades.parquet,f5ac4ef8e329ad45fadea0ab7b6b630fa48bd10a076829a3dcf5db4facc52b8a,12215725
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/batch4B_review/batch4B_review_style_exposure.csv,3f1afcbfb42b69a4e749d605ad675b2941cc4ec32387b0bcf43513f7afdbaa50,39600
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/v9_current_handoff.md,88a8345839839e2d13cc3f9af094c1e6943d0d6533e08f6d7bd43211e41c9965,1130
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/v9_execution_roadmap.md,12d0b728467d3be9bef0a90e750e64935eff648e3f7dee7f4ced6131306e3ab4,30475
/Users/yuxiang.luo/Documents/Codex/2026-05-21/new-chat/reports/tushare/v9_swing_research/v9_stage_status.csv,87cca0eb40967d07277ca140144b01984091234f9ebafb32c272d70240781a92,3103
